startDate,scenario,date,region,overshoot,grp
1850,Historical,1871,Rest of global South,-633814970.0386579,1.5C
1850,Historical,1871,China,-437080686.31043696,1.5C
1850,Historical,1871,Global North undershoot,-426185969.51406413,1.5C
1850,Historical,1871,India,-353826908.1859885,1.5C
1850,Historical,1871,Sub-Sah. Africa,-225024458.10264903,1.5C
1850,Historical,1872,Rest of global South,-633812204.3145579,1.5C
1850,Historical,1872,China,-437080686.31043696,1.5C
1850,Historical,1872,Global North undershoot,-425514622.6490642,1.5C
1850,Historical,1872,India,-353825438.1859885,1.5C
1850,Historical,1872,Sub-Sah. Africa,-225024449.605949,1.5C
1850,Historical,1873,Rest of global South,-633809617.132358,1.5C
1850,Historical,1873,China,-437080686.31043696,1.5C
1850,Historical,1873,Global North undershoot,-424800756.27306414,1.5C
1850,Historical,1873,India,-353823838.1859885,1.5C
1850,Historical,1873,Sub-Sah. Africa,-225024441.02094904,1.5C
1850,Historical,1874,Rest of global South,-633806523.9489579,1.5C
1850,Historical,1874,China,-437080686.31043696,1.5C
1850,Historical,1874,Global North undershoot,-424133250.31706417,1.5C
1850,Historical,1874,India,-353822118.1859885,1.5C
1850,Historical,1874,Sub-Sah. Africa,-225024432.31974903,1.5C
1850,Historical,1875,Rest of global South,-633802935.333458,1.5C
1850,Historical,1875,China,-437080686.31043696,1.5C
1850,Historical,1875,Global North undershoot,-423407903.3900642,1.5C
1850,Historical,1875,India,-353820298.1859885,1.5C
1850,Historical,1875,Sub-Sah. Africa,-225024423.520249,1.5C
1850,Historical,1876,Rest of global South,-633798689.4358579,1.5C
1850,Historical,1876,China,-437080686.31043696,1.5C
1850,Historical,1876,Global North undershoot,-422670970.9130642,1.5C
1850,Historical,1876,India,-353818398.1859885,1.5C
1850,Historical,1876,Sub-Sah. Africa,-225024414.61244902,1.5C
1850,Historical,1877,Rest of global South,-633794233.376058,1.5C
1850,Historical,1877,China,-437080686.31043696,1.5C
1850,Historical,1877,Global North undershoot,-421920478.10506415,1.5C
1850,Historical,1877,India,-353816448.1859885,1.5C
1850,Historical,1877,Sub-Sah. Africa,-225024405.608449,1.5C
1850,Historical,1878,Rest of global South,-633788679.184158,1.5C
1850,Historical,1878,China,-437080686.31043696,1.5C
1850,Historical,1878,Global North undershoot,-421166706.08606416,1.5C
1850,Historical,1878,India,-353814408.1859885,1.5C
1850,Historical,1878,Sub-Sah. Africa,-225024396.486149,1.5C
1850,Historical,1879,Rest of global South,-633783243.2500579,1.5C
1850,Historical,1879,China,-437080686.31043696,1.5C
1850,Historical,1879,Global North undershoot,-420358947.3570641,1.5C
1850,Historical,1879,India,-353812468.1859885,1.5C
1850,Historical,1879,Sub-Sah. Africa,-225024387.25564903,1.5C
1850,Historical,1880,Rest of global South,-633776874.432858,1.5C
1850,Historical,1880,China,-437080686.31043696,1.5C
1850,Historical,1880,Global North undershoot,-419440927.39706415,1.5C
1850,Historical,1880,India,-353810298.1859885,1.5C
1850,Historical,1880,Sub-Sah. Africa,-225024377.92784902,1.5C
1850,Historical,1881,Rest of global South,-633770223.113858,1.5C
1850,Historical,1881,China,-437080686.31043696,1.5C
1850,Historical,1881,Global North undershoot,-418497636.0473642,1.5C
1850,Historical,1881,India,-353808178.1859885,1.5C
1850,Historical,1881,Sub-Sah. Africa,-225024368.49054903,1.5C
1850,Historical,1882,Rest of global South,-633763280.410358,1.5C
1850,Historical,1882,China,-437080686.31043696,1.5C
1850,Historical,1882,Global North undershoot,-417500067.56636417,1.5C
1850,Historical,1882,India,-353805648.1859885,1.5C
1850,Historical,1882,Sub-Sah. Africa,-225024358.96374902,1.5C
1850,Historical,1883,Rest of global South,-633755370.2047579,1.5C
1850,Historical,1883,China,-437080686.31043696,1.5C
1850,Historical,1883,Global North undershoot,-416439390.80036414,1.5C
1850,Historical,1883,India,-353802828.1859885,1.5C
1850,Historical,1883,Sub-Sah. Africa,-225024349.32674903,1.5C
1850,Historical,1884,Rest of global South,-633747551.079958,1.5C
1850,Historical,1884,China,-437080686.31043696,1.5C
1850,Historical,1884,Global North undershoot,-415367052.1993641,1.5C
1850,Historical,1884,India,-353799678.1859885,1.5C
1850,Historical,1884,Sub-Sah. Africa,-225024314.18974903,1.5C
1850,Historical,1885,Rest of global South,-633739170.141058,1.5C
1850,Historical,1885,China,-437080686.31043696,1.5C
1850,Historical,1885,Global North undershoot,-414285541.70636415,1.5C
1850,Historical,1885,India,-353796828.1859885,1.5C
1850,Historical,1885,Sub-Sah. Africa,-225024262.05274904,1.5C
1850,Historical,1886,Rest of global South,-633729591.110958,1.5C
1850,Historical,1886,China,-437080686.31043696,1.5C
1850,Historical,1886,Global North undershoot,-413188051.33536416,1.5C
1850,Historical,1886,India,-353793628.1859885,1.5C
1850,Historical,1886,Sub-Sah. Africa,-225024197.20574903,1.5C
1850,Historical,1887,Rest of global South,-633719303.157758,1.5C
1850,Historical,1887,China,-437080686.31043696,1.5C
1850,Historical,1887,Global North undershoot,-412037220.19436413,1.5C
1850,Historical,1887,India,-353790078.1859885,1.5C
1850,Historical,1887,Sub-Sah. Africa,-225024132.25974903,1.5C
1850,Historical,1888,Rest of global South,-633708912.3424579,1.5C
1850,Historical,1888,China,-437080686.31043696,1.5C
1850,Historical,1888,Global North undershoot,-410762213.04936415,1.5C
1850,Historical,1888,India,-353786128.1859885,1.5C
1850,Historical,1888,Sub-Sah. Africa,-225024029.10274902,1.5C
1850,Historical,1889,Rest of global South,-633696436.334958,1.5C
1850,Historical,1889,China,-437080686.31043696,1.5C
1850,Historical,1889,Global North undershoot,-409488438.07336414,1.5C
1850,Historical,1889,India,-353781488.1859885,1.5C
1850,Historical,1889,Sub-Sah. Africa,-225023866.84774902,1.5C
1850,Historical,1890,Rest of global South,-633682785.183358,1.5C
1850,Historical,1890,China,-437080686.31043696,1.5C
1850,Historical,1890,Global North undershoot,-408102695.95636415,1.5C
1850,Historical,1890,India,-353776368.1859885,1.5C
1850,Historical,1890,Sub-Sah. Africa,-225023514.49174902,1.5C
1850,Historical,1891,Rest of global South,-633668188.9095579,1.5C
1850,Historical,1891,China,-437080686.31043696,1.5C
1850,Historical,1891,Global North undershoot,-406650706.81936413,1.5C
1850,Historical,1891,India,-353770848.1859885,1.5C
1850,Historical,1891,Sub-Sah. Africa,-225023162.01374903,1.5C
1850,Historical,1892,Rest of global South,-633651991.1436579,1.5C
1850,Historical,1892,China,-437080686.31043696,1.5C
1850,Historical,1892,Global North undershoot,-405190896.98136413,1.5C
1850,Historical,1892,India,-353764778.1859885,1.5C
1850,Historical,1892,Sub-Sah. Africa,-225022597.42174903,1.5C
1850,Historical,1893,Rest of global South,-633632783.0345579,1.5C
1850,Historical,1893,China,-437080686.31043696,1.5C
1850,Historical,1893,Global North undershoot,-403751836.21236414,1.5C
1850,Historical,1893,India,-353758378.1859885,1.5C
1850,Historical,1893,Sub-Sah. Africa,-225020516.71774903,1.5C
1850,Historical,1894,Rest of global South,-633612563.533358,1.5C
1850,Historical,1894,China,-437080686.31043696,1.5C
1850,Historical,1894,Global North undershoot,-402260817.94336414,1.5C
1850,Historical,1894,India,-353751838.1859885,1.5C
1850,Historical,1894,Sub-Sah. Africa,-225017695.90174901,1.5C
1850,Historical,1895,Rest of global South,-633589440.388958,1.5C
1850,Historical,1895,China,-437080686.31043696,1.5C
1850,Historical,1895,Global North undershoot,-400685620.07336414,1.5C
1850,Historical,1895,India,-353743668.1859885,1.5C
1850,Historical,1895,Sub-Sah. Africa,-225013834.96274903,1.5C
1850,Historical,1896,Rest of global South,-633565387.4324579,1.5C
1850,Historical,1896,China,-437080686.31043696,1.5C
1850,Historical,1896,Global North undershoot,-399060261.50236416,1.5C
1850,Historical,1896,India,-353734818.1859885,1.5C
1850,Historical,1896,Sub-Sah. Africa,-225008913.90074903,1.5C
1850,Historical,1897,Rest of global South,-633538403.0927579,1.5C
1850,Historical,1897,China,-437080686.31043696,1.5C
1850,Historical,1897,Global North undershoot,-397359320.23036414,1.5C
1850,Historical,1897,India,-353725228.1859885,1.5C
1850,Historical,1897,Sub-Sah. Africa,-225003392.73674902,1.5C
1850,Historical,1898,Rest of global South,-633507584.630958,1.5C
1850,Historical,1898,China,-437080686.31043696,1.5C
1850,Historical,1898,Global North undershoot,-395569438.35836416,1.5C
1850,Historical,1898,India,-353714628.1859885,1.5C
1850,Historical,1898,Sub-Sah. Africa,-224996401.44874904,1.5C
1850,Historical,1899,Rest of global South,-633471930.626058,1.5C
1850,Historical,1899,China,-437080584.31043696,1.5C
1850,Historical,1899,Global North undershoot,-393613692.58536416,1.5C
1850,Historical,1899,India,-353702928.1859885,1.5C
1850,Historical,1899,Sub-Sah. Africa,-224990030.038749,1.5C
1850,Historical,1900,Rest of global South,-633430956.6879579,1.5C
1850,Historical,1900,China,-437080488.71043694,1.5C
1850,Historical,1900,Global North undershoot,-391548970.41136414,1.5C
1850,Historical,1900,India,-353689028.1859885,1.5C
1850,Historical,1900,Sub-Sah. Africa,-224987328.51674902,1.5C
1850,Historical,1901,Rest of global South,-633385018.786758,1.5C
1850,Historical,1901,China,-437080393.110437,1.5C
1850,Historical,1901,Global North undershoot,-389425936.0373641,1.5C
1850,Historical,1901,India,-353673628.1859885,1.5C
1850,Historical,1901,Sub-Sah. Africa,-224982806.85874903,1.5C
1850,Historical,1902,Rest of global South,-633339288.5323579,1.5C
1850,Historical,1902,China,-437080291.110437,1.5C
1850,Historical,1902,Global North undershoot,-387253496.8623642,1.5C
1850,Historical,1902,India,-353656728.1859885,1.5C
1850,Historical,1902,Sub-Sah. Africa,-224976019.55574903,1.5C
1850,Historical,1903,Rest of global South,-633291105.2658579,1.5C
1850,Historical,1903,China,-437078191.110437,1.5C
1850,Historical,1903,Global North undershoot,-384886069.1863642,1.5C
1850,Historical,1903,India,-353639428.1859885,1.5C
1850,Historical,1903,Sub-Sah. Africa,-224966902.61574903,1.5C
1850,Historical,1904,Rest of global South,-633236871.416158,1.5C
1850,Historical,1904,China,-437075951.110437,1.5C
1850,Historical,1904,Global North undershoot,-382500118.30936414,1.5C
1850,Historical,1904,India,-353620128.1859885,1.5C
1850,Historical,1904,Sub-Sah. Africa,-224956620.54174903,1.5C
1850,Historical,1905,Rest of global South,-633183364.5645579,1.5C
1850,Historical,1905,China,-437073481.110437,1.5C
1850,Historical,1905,Global North undershoot,-379957647.93236417,1.5C
1850,Historical,1905,India,-353600328.1859885,1.5C
1850,Historical,1905,Sub-Sah. Africa,-224944729.32174903,1.5C
1850,Historical,1906,Rest of global South,-633120632.1255579,1.5C
1850,Historical,1906,China,-437055181.110437,1.5C
1850,Historical,1906,Global North undershoot,-377311791.55436414,1.5C
1850,Historical,1906,India,-353577528.1859885,1.5C
1850,Historical,1906,Sub-Sah. Africa,-224931215.96574903,1.5C
1850,Historical,1907,Rest of global South,-633051051.790558,1.5C
1850,Historical,1907,China,-437037081.110437,1.5C
1850,Historical,1907,Global North undershoot,-374310365.17536414,1.5C
1850,Historical,1907,India,-353552028.1859885,1.5C
1850,Historical,1907,Sub-Sah. Africa,-224916271.47474903,1.5C
1850,Historical,1908,Rest of global South,-632976259.134558,1.5C
1850,Historical,1908,China,-437012681.110437,1.5C
1850,Historical,1908,Global North undershoot,-371428583.7963641,1.5C
1850,Historical,1908,India,-353522928.1859885,1.5C
1850,Historical,1908,Sub-Sah. Africa,-224900787.84774902,1.5C
1850,Historical,1909,Rest of global South,-632899981.0745579,1.5C
1850,Historical,1909,China,-436990181.110437,1.5C
1850,Historical,1909,Global North undershoot,-368436482.81636417,1.5C
1850,Historical,1909,India,-353494728.1859885,1.5C
1850,Historical,1909,Sub-Sah. Africa,-224882986.08674902,1.5C
1850,Historical,1910,Rest of global South,-632818593.4525579,1.5C
1850,Historical,1910,China,-436969881.110437,1.5C
1850,Historical,1910,Global North undershoot,-365295260.1353642,1.5C
1850,Historical,1910,India,-353467128.1859885,1.5C
1850,Historical,1910,Sub-Sah. Africa,-224862858.17874902,1.5C
1850,Historical,1911,Rest of global South,-632727056.045558,1.5C
1850,Historical,1911,China,-436939781.110437,1.5C
1850,Historical,1911,Global North undershoot,-362122907.1533642,1.5C
1850,Historical,1911,India,-353437928.1859885,1.5C
1850,Historical,1911,Sub-Sah. Africa,-224843434.04574904,1.5C
1850,Historical,1912,Rest of global South,-632628740.8195579,1.5C
1850,Historical,1912,China,-436928881.110437,1.5C
1850,Historical,1912,Global North undershoot,-358779302.0703642,1.5C
1850,Historical,1912,India,-353404428.1859885,1.5C
1850,Historical,1912,Sub-Sah. Africa,-224822800.68474904,1.5C
1850,Historical,1913,Rest of global South,-632517070.282558,1.5C
1850,Historical,1913,China,-436916881.110437,1.5C
1850,Historical,1913,Global North undershoot,-355160947.1863642,1.5C
1850,Historical,1913,India,-353367428.1859885,1.5C
1850,Historical,1913,Sub-Sah. Africa,-224800193.09774902,1.5C
1850,Historical,1914,Rest of global South,-632418048.2335579,1.5C
1850,Historical,1914,China,-436900281.110437,1.5C
1850,Historical,1914,India,-353330028.1859885,1.5C
1850,Historical,1914,Global North undershoot,-351887211.90136415,1.5C
1850,Historical,1914,Sub-Sah. Africa,-224777979.13374904,1.5C
1850,Historical,1915,Rest of global South,-632322952.631558,1.5C
1850,Historical,1915,China,-436882581.110437,1.5C
1850,Historical,1915,India,-353290928.1859885,1.5C
1850,Historical,1915,Global North undershoot,-348667681.21536416,1.5C
1850,Historical,1915,Sub-Sah. Africa,-224755476.48274902,1.5C
1850,Historical,1916,Rest of global South,-632223112.512558,1.5C
1850,Historical,1916,China,-436862781.110437,1.5C
1850,Historical,1916,India,-353251328.1859885,1.5C
1850,Historical,1916,Global North undershoot,-345215092.72836417,1.5C
1850,Historical,1916,Sub-Sah. Africa,-224728785.73674902,1.5C
1850,Historical,1917,Rest of global South,-632120338.417558,1.5C
1850,Historical,1917,China,-436840881.110437,1.5C
1850,Historical,1917,India,-353209828.1859885,1.5C
1850,Historical,1917,Global North undershoot,-341634920.34036416,1.5C
1850,Historical,1917,Sub-Sah. Africa,-224700066.57374904,1.5C
1850,Historical,1918,Rest of global South,-632036735.693558,1.5C
1850,Historical,1918,China,-436817681.110437,1.5C
1850,Historical,1918,India,-353163228.1859885,1.5C
1850,Historical,1918,Global North undershoot,-338089932.95236415,1.5C
1850,Historical,1918,Sub-Sah. Africa,-224672640.99374902,1.5C
1850,Historical,1919,Rest of global South,-631940553.9185579,1.5C
1850,Historical,1919,China,-436790981.110437,1.5C
1850,Historical,1919,India,-353112428.1859885,1.5C
1850,Historical,1919,Global North undershoot,-335054076.56336415,1.5C
1850,Historical,1919,Sub-Sah. Africa,-224644094.996749,1.5C
1850,Historical,1920,Rest of global South,-631803719.530558,1.5C
1850,Historical,1920,China,-436761481.110437,1.5C
1850,Historical,1920,India,-353070728.1859885,1.5C
1850,Historical,1920,Global North undershoot,-331531032.87336415,1.5C
1850,Historical,1920,Sub-Sah. Africa,-224612336.89374903,1.5C
1850,Historical,1921,Rest of global South,-631649310.4695579,1.5C
1850,Historical,1921,China,-436733481.110437,1.5C
1850,Historical,1921,India,-353025928.1859885,1.5C
1850,Historical,1921,Global North undershoot,-328485256.18236417,1.5C
1850,Historical,1921,Sub-Sah. Africa,-224580790.58774903,1.5C
1850,Historical,1922,Rest of global South,-631488552.802558,1.5C
1850,Historical,1922,China,-436703981.110437,1.5C
1850,Historical,1922,India,-352981728.1859885,1.5C
1850,Historical,1922,Global North undershoot,-325262913.99036413,1.5C
1850,Historical,1922,Sub-Sah. Africa,-224553807.989749,1.5C
1850,Historical,1923,Rest of global South,-631330146.6945579,1.5C
1850,Historical,1923,China,-436668481.110437,1.5C
1850,Historical,1923,India,-352936128.1859885,1.5C
1850,Historical,1923,Global North undershoot,-321590574.0973641,1.5C
1850,Historical,1923,Sub-Sah. Africa,-224520884.908749,1.5C
1850,Historical,1924,Rest of global South,-631161301.0948579,1.5C
1850,Historical,1924,China,-436629781.110437,1.5C
1850,Historical,1924,India,-352887428.1859885,1.5C
1850,Historical,1924,Global North undershoot,-317915560.4033642,1.5C
1850,Historical,1924,Sub-Sah. Africa,-224486236.34474903,1.5C
1850,Historical,1925,Rest of global South,-630998306.860058,1.5C
1850,Historical,1925,China,-436592881.110437,1.5C
1850,Historical,1925,India,-352839228.1859885,1.5C
1850,Historical,1925,Global North undershoot,-314194698.21536416,1.5C
1850,Historical,1925,Sub-Sah. Africa,-224449819.27574903,1.5C
1850,Historical,1926,Rest of global South,-630834706.186358,1.5C
1850,Historical,1926,China,-436559781.110437,1.5C
1850,Historical,1926,India,-352791028.1859885,1.5C
1850,Historical,1926,Global North undershoot,-310550143.43436414,1.5C
1850,Historical,1926,Sub-Sah. Africa,-224410792.58674902,1.5C
1850,Historical,1927,Rest of global South,-630662417.031758,1.5C
1850,Historical,1927,China,-436522381.110437,1.5C
1850,Historical,1927,India,-352740428.1859885,1.5C
1850,Historical,1927,Global North undershoot,-306530493.86036414,1.5C
1850,Historical,1927,Sub-Sah. Africa,-224372548.47674903,1.5C
1850,Historical,1928,Rest of global South,-630485515.7772579,1.5C
1850,Historical,1928,China,-436484281.110437,1.5C
1850,Historical,1928,India,-352691528.1859885,1.5C
1850,Historical,1928,Global North undershoot,-302559247.0933642,1.5C
1850,Historical,1928,Sub-Sah. Africa,-224333595.03774902,1.5C
1850,Historical,1929,Rest of global South,-630298321.8769579,1.5C
1850,Historical,1929,China,-436444281.110437,1.5C
1850,Historical,1929,India,-352640628.1859885,1.5C
1850,Historical,1929,Global North undershoot,-298282246.8333641,1.5C
1850,Historical,1929,Sub-Sah. Africa,-224293526.64874902,1.5C
1850,Historical,1930,Rest of global South,-630104635.5609579,1.5C
1850,Historical,1930,China,-436401881.110437,1.5C
1850,Historical,1930,India,-352588828.1859885,1.5C
1850,Historical,1930,Global North undershoot,-294739646.3694658,1.5C
1850,Historical,1930,Sub-Sah. Africa,-224256062.11074904,1.5C
1850,Historical,1931,Rest of global South,-629911437.8583579,1.5C
1850,Historical,1931,China,-436356881.110437,1.5C
1850,Historical,1931,India,-352540928.1859885,1.5C
1850,Historical,1931,Global North undershoot,-291693884.42446584,1.5C
1850,Historical,1931,Sub-Sah. Africa,-224223499.32074904,1.5C
1850,Historical,1932,Rest of global South,-629702792.0501579,1.5C
1850,Historical,1932,China,-436313481.110437,1.5C
1850,Historical,1932,India,-352496028.1859885,1.5C
1850,Historical,1932,Global North undershoot,-289001479.6864658,1.5C
1850,Historical,1932,Sub-Sah. Africa,-224194304.658749,1.5C
1850,Historical,1933,Rest of global South,-629473778.257458,1.5C
1850,Historical,1933,China,-436266081.110437,1.5C
1850,Historical,1933,India,-352451828.1859885,1.5C
1850,Historical,1933,Global North undershoot,-286159192.2564658,1.5C
1850,Historical,1933,Sub-Sah. Africa,-224162267.32574904,1.5C
1850,Historical,1934,Rest of global South,-629204803.059258,1.5C
1850,Historical,1934,China,-436210981.110437,1.5C
1850,Historical,1934,India,-352402728.1859885,1.5C
1850,Historical,1934,Global North undershoot,-283090582.9334658,1.5C
1850,Historical,1934,Sub-Sah. Africa,-224124908.69274902,1.5C
1850,Historical,1935,Rest of global South,-628902509.156758,1.5C
1850,Historical,1935,China,-436146881.110437,1.5C
1850,Historical,1935,India,-352351428.1859885,1.5C
1850,Historical,1935,Global North undershoot,-279879351.0184658,1.5C
1850,Historical,1935,Sub-Sah. Africa,-224084259.95974904,1.5C
1850,Historical,1936,Rest of global South,-628572391.000958,1.5C
1850,Historical,1936,China,-436074681.110437,1.5C
1850,Historical,1936,India,-352300828.1859885,1.5C
1850,Historical,1936,Global North undershoot,-276338369.1114658,1.5C
1850,Historical,1936,Sub-Sah. Africa,-224040521.56574902,1.5C
1850,Historical,1937,Rest of global South,-628210765.8819579,1.5C
1850,Historical,1937,China,-436007081.110437,1.5C
1850,Historical,1937,India,-352245028.1859885,1.5C
1850,Historical,1937,Global North undershoot,-272530903.2117658,1.5C
1850,Historical,1937,Sub-Sah. Africa,-223993695.75274903,1.5C
1850,Historical,1938,Rest of global South,-627841061.3197579,1.5C
1850,Historical,1938,China,-435944781.110437,1.5C
1850,Historical,1938,India,-352182928.1859885,1.5C
1850,Historical,1938,Global North undershoot,-269002952.0198658,1.5C
1850,Historical,1938,Sub-Sah. Africa,-223944636.23274902,1.5C
1850,Historical,1939,Rest of global South,-627441330.9445579,1.5C
1850,Historical,1939,China,-435869681.110437,1.5C
1850,Historical,1939,India,-352121828.1859885,1.5C
1850,Historical,1939,Global North undershoot,-265246989.1358658,1.5C
1850,Historical,1939,Sub-Sah. Africa,-223893895.70574903,1.5C
1850,Historical,1940,Rest of global South,-627006811.387358,1.5C
1850,Historical,1940,China,-435774081.110437,1.5C
1850,Historical,1940,India,-352057128.1859885,1.5C
1850,Historical,1940,Global North undershoot,-261173056.7599658,1.5C
1850,Historical,1940,Sub-Sah. Africa,-223841011.57574904,1.5C
1850,Historical,1941,Rest of global South,-626618723.9782579,1.5C
1850,Historical,1941,China,-435655081.110437,1.5C
1850,Historical,1941,India,-351991028.1859885,1.5C
1850,Historical,1941,Global North undershoot,-256971545.99136582,1.5C
1850,Historical,1941,Sub-Sah. Africa,-223784272.62774903,1.5C
1850,Historical,1942,Rest of global South,-626309387.947258,1.5C
1850,Historical,1942,China,-435529081.110437,1.5C
1850,Historical,1942,India,-351924828.1859885,1.5C
1850,Historical,1942,Global North undershoot,-252658163.3303658,1.5C
1850,Historical,1942,Sub-Sah. Africa,-223722092.50874904,1.5C
1850,Historical,1943,Rest of global South,-625942254.0846579,1.5C
1850,Historical,1943,China,-435421081.110437,1.5C
1850,Historical,1943,India,-351866328.1859885,1.5C
1850,Historical,1943,Global North undershoot,-248194665.0772658,1.5C
1850,Historical,1943,Sub-Sah. Africa,-223658597.98434904,1.5C
1850,Historical,1944,Rest of global South,-625577286.9224479,1.5C
1850,Historical,1944,China,-435312081.110437,1.5C
1850,Historical,1944,India,-351806428.1859885,1.5C
1850,Historical,1944,Global North undershoot,-243795203.0323658,1.5C
1850,Historical,1944,Sub-Sah. Africa,-223588123.10924903,1.5C
1850,Historical,1945,Rest of global South,-625164143.370148,1.5C
1850,Historical,1945,China,-435253281.110437,1.5C
1850,Historical,1945,India,-351740628.1859885,1.5C
1850,Historical,1945,Global North undershoot,-240281179.1458658,1.5C
1850,Historical,1945,Sub-Sah. Africa,-223516830.63004902,1.5C
1850,Historical,1946,Rest of global South,-624609678.2628479,1.5C
1850,Historical,1946,China,-435214881.110437,1.5C
1850,Historical,1946,India,-351675528.1859885,1.5C
1850,Historical,1946,Global North undershoot,-236448773.41806582,1.5C
1850,Historical,1946,Sub-Sah. Africa,-223445082.28924903,1.5C
1850,Historical,1947,Rest of global South,-624043122.6709479,1.5C
1850,Historical,1947,China,-435174081.110437,1.5C
1850,Historical,1947,India,-351609328.1859885,1.5C
1850,Historical,1947,Global North undershoot,-232185780.87649778,1.5C
1850,Historical,1947,Sub-Sah. Africa,-223373925.93944904,1.5C
1850,Historical,1948,Rest of global South,-623482760.544748,1.5C
1850,Historical,1948,China,-435143681.110437,1.5C
1850,Historical,1948,India,-351543228.1859885,1.5C
1850,Historical,1948,Global North undershoot,-227678241.96697778,1.5C
1850,Historical,1948,Sub-Sah. Africa,-223300576.36224902,1.5C
1850,Historical,1949,Rest of global South,-622848531.1897479,1.5C
1850,Historical,1949,China,-435075581.110437,1.5C
1850,Historical,1949,India,-351473728.1859885,1.5C
1850,Historical,1949,Global North undershoot,-223432980.36697778,1.5C
1850,Historical,1949,Sub-Sah. Africa,-223218514.25124902,1.5C
1850,Historical,1950,Rest of global South,-622287731.3937479,1.5C
1850,Historical,1950,China,-434986781.110437,1.5C
1850,Historical,1950,India,-351399328.1859885,1.5C
1850,Historical,1950,Sub-Sah. Africa,-223128688.73124903,1.5C
1850,Historical,1950,Global North undershoot,-218699010.46697778,1.5C
1850,Historical,1951,Rest of global South,-621677852.733748,1.5C
1850,Historical,1951,China,-434872781.110437,1.5C
1850,Historical,1951,India,-351321728.1859885,1.5C
1850,Historical,1951,Sub-Sah. Africa,-223030880.31124902,1.5C
1850,Historical,1951,Global North undershoot,-213660961.7669778,1.5C
1850,Historical,1952,Rest of global South,-621033295.789748,1.5C
1850,Historical,1952,China,-434731781.110437,1.5C
1850,Historical,1952,India,-351240328.1859885,1.5C
1850,Historical,1952,Sub-Sah. Africa,-222923655.721249,1.5C
1850,Historical,1952,Global North undershoot,-210584008.09427905,1.5C
1850,Historical,1953,Rest of global South,-620361366.7577479,1.5C
1850,Historical,1953,China,-434584781.110437,1.5C
1850,Historical,1953,India,-351157528.1859885,1.5C
1850,Historical,1953,Sub-Sah. Africa,-222815995.08124903,1.5C
1850,Historical,1953,Global North undershoot,-208058913.89427903,1.5C
1850,Historical,1954,Rest of global South,-619624044.0127479,1.5C
1850,Historical,1954,China,-434408781.110437,1.5C
1850,Historical,1954,India,-351070828.1859885,1.5C
1850,Historical,1954,Sub-Sah. Africa,-222703099.25124902,1.5C
1850,Historical,1954,Global North undershoot,-205376027.89427903,1.5C
1850,Historical,1955,Rest of global South,-618784920.284748,1.5C
1850,Historical,1955,China,-434200781.110437,1.5C
1850,Historical,1955,India,-350977228.1859885,1.5C
1850,Historical,1955,Sub-Sah. Africa,-222577084.77124903,1.5C
1850,Historical,1955,Global North undershoot,-202476316.49427903,1.5C
1850,Historical,1956,Rest of global South,-617878225.5337479,1.5C
1850,Historical,1956,China,-433965781.110437,1.5C
1850,Historical,1956,India,-350880628.1859885,1.5C
1850,Historical,1956,Sub-Sah. Africa,-222443427.56124902,1.5C
1850,Historical,1956,Global North undershoot,-199337890.39427903,1.5C
1850,Historical,1957,Rest of global South,-616887749.0767479,1.5C
1850,Historical,1957,China,-433687781.110437,1.5C
1850,Historical,1957,India,-350772628.1859885,1.5C
1850,Historical,1957,Sub-Sah. Africa,-222305235.40124902,1.5C
1850,Historical,1957,Global North undershoot,-196284081.96352264,1.5C
1850,Historical,1958,Rest of global South,-615844794.6767479,1.5C
1850,Historical,1958,China,-433125781.110437,1.5C
1850,Historical,1958,India,-350660628.1859885,1.5C
1850,Historical,1958,Sub-Sah. Africa,-222161046.83124903,1.5C
1850,Historical,1958,Global North undershoot,-193764934.26352265,1.5C
1850,Historical,1959,Rest of global South,-614736121.506748,1.5C
1850,Historical,1959,China,-432355781.110437,1.5C
1850,Historical,1959,India,-350542628.1859885,1.5C
1850,Historical,1959,Sub-Sah. Africa,-222017610.80124903,1.5C
1850,Historical,1959,Global North undershoot,-191150282.16352266,1.5C
1850,Historical,1960,Rest of global South,-613551875.2967479,1.5C
1850,Historical,1960,China,-431521781.110437,1.5C
1850,Historical,1960,India,-350413628.1859885,1.5C
1850,Historical,1960,Sub-Sah. Africa,-221869813.90124902,1.5C
1850,Historical,1960,Global North undershoot,-188354541.36352265,1.5C
1850,Historical,1961,Rest of global South,-612326861.486748,1.5C
1850,Historical,1961,China,-430929781.110437,1.5C
1850,Historical,1961,India,-350273628.1859885,1.5C
1850,Historical,1961,Sub-Sah. Africa,-221716248.43124902,1.5C
1850,Historical,1961,Global North undershoot,-185394709.66352266,1.5C
1850,Historical,1962,Rest of global South,-611036020.8087479,1.5C
1850,Historical,1962,China,-430454781.110437,1.5C
1850,Historical,1962,India,-350120628.1859885,1.5C
1850,Historical,1962,Sub-Sah. Africa,-221558318.70124903,1.5C
1850,Historical,1962,Global North undershoot,-182240273.66352266,1.5C
1850,Historical,1963,Rest of global South,-609661111.9087479,1.5C
1850,Historical,1963,China,-429983781.110437,1.5C
1850,Historical,1963,India,-349956628.1859885,1.5C
1850,Historical,1963,Sub-Sah. Africa,-221394360.05124903,1.5C
1850,Historical,1963,Global North undershoot,-178914362.0565801,1.5C
1850,Historical,1964,Rest of global South,-608208196.5087479,1.5C
